treatment,well_nr,sample_nr,date,timepoint,description ,variable,value,std_dev
ABS1,ABS1-4,NA,2021-12-10,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-5,NA,2021-12-10,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-6,NA,2021-12-10,treatment,ABS1,pedal_lacerates,0,NA
ABS2,ABS2-1,NA,2021-12-10,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-2,NA,2021-12-10,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-3,NA,2021-12-10,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-4,NA,2021-12-10,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-5,NA,2021-12-10,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-6,NA,2021-12-10,treatment,ABS2,pedal_lacerates,0,NA
ASW,ASW-1,NA,2021-12-17,treatment,ABS2,pedal_lacerates,6,NA
ASW,ASW-2,NA,2021-12-17,treatment,ABS2,pedal_lacerates,3,NA
ASW,ASW-3,NA,2021-12-17,treatment,ABS2,pedal_lacerates,3,NA
ASW,ASW-4,NA,2021-12-17,treatment,ABS2,pedal_lacerates,2,NA
ASW,ASW-5,NA,2021-12-17,treatment,ABS2,pedal_lacerates,4,NA
ASW,ASW-6,NA,2021-12-17,treatment,ABS2,pedal_lacerates,5,NA
ABS1,ABS1-1,NA,2021-12-17,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-2,NA,2021-12-17,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-3,NA,2021-12-17,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-4,NA,2021-12-17,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-5,NA,2021-12-17,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-6,NA,2021-12-17,treatment,ABS1,pedal_lacerates,0,NA
ABS2,ABS2-1,NA,2021-12-17,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-2,NA,2021-12-17,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-3,NA,2021-12-17,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-4,NA,2021-12-17,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-5,NA,2021-12-17,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-6,NA,2021-12-17,treatment,ABS2,pedal_lacerates,0,NA
ASW,ASW-1,NA,2021-12-23,treatment,ASW,pedal_lacerates,7,NA
ASW,ASW-2,NA,2021-12-23,treatment,ASW,pedal_lacerates,3,NA
ASW,ASW-3,NA,2021-12-23,treatment,ASW,pedal_lacerates,4,NA
ASW,ASW-4,NA,2021-12-23,treatment,ASW,pedal_lacerates,1,NA
ASW,ASW-5,NA,2021-12-23,treatment,ASW,pedal_lacerates,4,NA
ASW,ASW-6,NA,2021-12-23,treatment,ASW,pedal_lacerates,7,NA
ABS1,ABS1-1,NA,2021-12-23,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-2,NA,2021-12-23,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-3,NA,2021-12-23,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-4,NA,2021-12-23,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-5,NA,2021-12-23,treatment,ABS1,pedal_lacerates,0,NA
ABS1,ABS1-6,NA,2021-12-23,treatment,ABS1,pedal_lacerates,0,NA
ABS2,ABS2-1,NA,2021-12-23,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-2,NA,2021-12-23,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-3,NA,2021-12-23,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-4,NA,2021-12-23,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-5,NA,2021-12-23,treatment,ABS2,pedal_lacerates,0,NA
ABS2,ABS2-6,NA,2021-12-23,treatment,ABS2,pedal_lacerates,0,NA
ASW,ASW-1,NA,2022-01-07,recovery,ASW,pedal_lacerates,2,NA
ASW,ASW-2,NA,2022-01-07,recovery,ASW,pedal_lacerates,8,NA
ASW,ASW-3,NA,2022-01-07,recovery,ASW,pedal_lacerates,NA,NA
ASW,ASW-4,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ASW,ASW-5,NA,2022-01-07,recovery,ASW,pedal_lacerates,5,NA
ASW,ASW-6,NA,2022-01-07,recovery,ASW,pedal_lacerates,3,NA
ABS1,ABS1-1,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-2,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-3,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-4,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-5,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-6,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-1,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-2,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-3,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-4,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-5,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-6,NA,2022-01-07,recovery,ASW,pedal_lacerates,0,NA
ASW,ASW-1,NA,2022-01-19,recovery,ASW,pedal_lacerates,2,NA
ASW,ASW-2,NA,2022-01-19,recovery,ASW,pedal_lacerates,6,NA
ASW,ASW-3,NA,2022-01-19,recovery,ASW,pedal_lacerates,NA,NA
ASW,ASW-4,NA,2022-01-19,recovery,ASW,pedal_lacerates,2,NA
ASW,ASW-5,NA,2022-01-19,recovery,ASW,pedal_lacerates,6,NA
ASW,ASW-6,NA,2022-01-19,recovery,ASW,pedal_lacerates,3,NA
ABS1,ABS1-1,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-2,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-3,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-4,NA,2022-01-19,recovery,ASW,pedal_lacerates,NA,NA
ABS1,ABS1-5,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
ABS1,ABS1-6,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-1,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-2,NA,2022-01-19,recovery,ASW,pedal_lacerates,2,NA
ABS2,ABS2-3,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
ABS2,ABS2-4,NA,2022-01-19,recovery,ASW,pedal_lacerates,NA,NA
ABS2,ABS2-5,NA,2022-01-19,recovery,ASW,pedal_lacerates,1,NA
ABS2,ABS2-6,NA,2022-01-19,recovery,ASW,pedal_lacerates,0,NA
FASW,NA,SAM_150,2021-12-06,T1,FASW,avg_protein(ug/ml),405.8369,14.82135447
FASW,NA,SAM_151,2021-12-06,T1,FASW,avg_protein(ug/ml),197.2389,6.652537952
FASW,NA,SAM_152,2021-12-06,T1,FASW,avg_protein(ug/ml),94.8086,3.797065545
FASW,NA,SAM_153,2021-12-06,T1,FASW,avg_protein(ug/ml),544.0277,47.0183187
FASW,NA,SAM_154,2021-12-06,T1,FASW,avg_protein(ug/ml),233.7341,21.6599936
ASW,NA,SAM_155,2021-12-06,T1,ASW,avg_protein(ug/ml),404.1832,34.1369616
ASW,NA,SAM_156,2021-12-06,T1,ASW,avg_protein(ug/ml),616.7156,42.37740544
ASW,NA,SAM_157,2021-12-06,T1,ASW,avg_protein(ug/ml),412.0953,29.41618821
ASW,NA,SAM_158,2021-12-06,T1,ASW,avg_protein(ug/ml),593.1834,25.12572879
ASW,NA,SAM_159,2021-12-06,T1,ASW,avg_protein(ug/ml),413.5555,11.55400306
ASW,NA,SAM_253,2021-12-14,T2,ASW,avg_protein(ug/ml),440.4129,56.24901114
ASW,NA,SAM_254,2021-12-14,T2,ASW,avg_protein(ug/ml),690.9463,48.66700286
ASW,NA,SAM_255,2021-12-14,T2,ASW,avg_protein(ug/ml),527.0296,46.52718698
ASW,NA,SAM_256,2021-12-14,T2,ASW,avg_protein(ug/ml),472.2199,31.89145587
ASW,NA,SAM_257,2021-12-14,T2,ASW,avg_protein(ug/ml),789.3024,48.72334445
ABS1,NA,SAM_258,2021-12-14,T2,ABS1-7d,avg_protein(ug/ml),305.7524,33.09653781
ABS1,NA,SAM_259,2021-12-14,T2,ABS1-7d,avg_protein(ug/ml),231.1673,26.94228445
ABS1,NA,SAM_260,2021-12-14,T2,ABS1-7d,avg_protein(ug/ml),154.0315,16.36616518
ABS1,NA,SAM_261,2021-12-14,T2,ABS1-7d,avg_protein(ug/ml),61.9297,5.905029514
ABS1,NA,SAM_262,2021-12-14,T2,ABS1-7d,avg_protein(ug/ml),310.0973,24.51646689
ABS2,NA,SAM_263,2021-12-14,T2,ABS2-7d,avg_protein(ug/ml),442.8484,56.08624118
ABS2,NA,SAM_264,2021-12-14,T2,ABS2-7d,avg_protein(ug/ml),537.5452,36.10775965
ABS2,NA,SAM_265,2021-12-14,T2,ABS2-7d,avg_protein(ug/ml),245.3599,39.65489189
ABS2,NA,SAM_266,2021-12-14,T2,ABS2-7d,avg_protein(ug/ml),142.0753,16.32152759
ABS2,NA,SAM_267,2021-12-14,T2,ABS2-7d,avg_protein(ug/ml),492.2265,30.02311338
ABS1,NA,SAM_295,2021-12-21,T3,ABS1-14d,avg_protein(ug/ml),321.3697,3.855172826
ABS1,NA,SAM_296,2021-12-21,T3,ABS1-14d,avg_protein(ug/ml),350.6665,20.79369381
ABS1,NA,SAM_297,2021-12-21,T3,ABS1-14d,avg_protein(ug/ml),249.4124,11.49487598
ABS1,NA,SAM_298,2021-12-21,T3,ABS1-14d,avg_protein(ug/ml),77.8215,8.267708243
ABS1,NA,SAM_299,2021-12-21,T3,ABS1-14d,avg_protein(ug/ml),140.3690,9.119251867
ABS2,NA,SAM_300,2021-12-21,T3,ABS2-14d,avg_protein(ug/ml),258.4230,25.24165604
ABS2,NA,SAM_301,2021-12-21,T3,ABS2-14d,avg_protein(ug/ml),189.0457,24.67561778
ABS2,NA,SAM_302,2021-12-21,T3,ABS2-14d,avg_protein(ug/ml),461.7610,28.80269579
ABS2,NA,SAM_303,2021-12-21,T3,ABS2-14d,avg_protein(ug/ml),270.6558,15.73647972
ABS2,NA,SAM_304,2021-12-21,T3,ABS2-14d,avg_protein(ug/ml),279.6162,13.11548674
ASW,NA,SAM_305,2021-12-21,T3,ASW,avg_protein(ug/ml),700.5146,78.88530898
ASW,NA,SAM_306,2021-12-21,T3,ASW,avg_protein(ug/ml),427.2560,66.69954636
ASW,NA,SAM_307,2021-12-21,T3,ASW,avg_protein(ug/ml),777.3649,81.00544705
ASW,NA,SAM_308,2021-12-21,T3,ASW,avg_protein(ug/ml),617.2046,47.02333648
ASW,NA,SAM_309,2021-12-21,T3,ASW,avg_protein(ug/ml),705.1774,58.89097929
ABS1,NA,SAM_337,2021-12-28,T4,ABS1-21d,avg_protein(ug/ml),391.0211,17.56619174
ABS1,NA,SAM_338,2021-12-28,T4,ABS1-21d,avg_protein(ug/ml),348.4816,29.0117484
ABS1,NA,SAM_339,2021-12-28,T4,ABS1-21d,avg_protein(ug/ml),200.3762,14.50009058
ABS1,NA,SAM_340,2021-12-28,T4,ABS1-21d,avg_protein(ug/ml),457.9989,23.28715807
ABS1,NA,SAM_341,2021-12-28,T4,ABS1-21d,avg_protein(ug/ml),282.9652,36.49240358
ABS2,NA,SAM_342,2021-12-28,T4,ABS2-21d,avg_protein(ug/ml),238.0336,4.38441798
ABS2,NA,SAM_343,2021-12-28,T4,ABS2-21d,avg_protein(ug/ml),245.2293,13.92968903
ABS2,NA,SAM_344,2021-12-28,T4,ABS2-21d,avg_protein(ug/ml),48.8856,4.871990706
ABS2,NA,SAM_345,2021-12-28,T4,ABS2-21d,avg_protein(ug/ml),563.9737,3.917467791
ABS2,NA,SAM_346,2021-12-28,T4,ABS2-21d,avg_protein(ug/ml),581.0935,29.29880936
ASW,NA,SAM_347,2021-12-28,T4,ASW,avg_protein(ug/ml),790.3456,101.9732336
ASW,NA,SAM_348,2021-12-28,T4,ASW,avg_protein(ug/ml),777.9790,70.55525382
ASW,NA,SAM_349,2021-12-28,T4,ASW,avg_protein(ug/ml),717.6461,74.66806962
ASW,NA,SAM_350,2021-12-28,T4,ASW,avg_protein(ug/ml),634.8577,30.10142579
ASW,NA,SAM_351,2021-12-28,T4,ASW,avg_protein(ug/ml),341.4136,40.80964901
ABS1,NA,SAM_353,2022-01-04,T5,ABS1-21d-7d-FASW,avg_protein(ug/ml),22.17,4.027932868
ABS1,NA,SAM_354,2022-01-04,T5,ABS1-21d-7d-FASW,avg_protein(ug/ml),196.5861,9.541863791
ABS1,NA,SAM_355,2022-01-04,T5,ABS1-21d-7d-FASW,avg_protein(ug/ml),88.9973,41.87998636
ABS1,NA,SAM_356,2022-01-04,T5,ABS1-21d-7d-FASW,avg_protein(ug/ml),91.4796,7.311660307
ABS1,NA,SAM_357,2022-01-04,T5,ABS1-21d-7d-FASW,avg_protein(ug/ml),148.0759,12.58443976
ABS2,NA,SAM_358,2022-01-04,T5,ABS2-21d-7d-FASW,avg_protein(ug/ml),253.1723,17.17080838
ABS2,NA,SAM_359,2022-01-04,T5,ABS2-21d-7d-FASW,avg_protein(ug/ml),234.4115,13.66225507
ABS2,NA,SAM_360,2022-01-04,T5,ABS2-21d-7d-FASW,avg_protein(ug/ml),138.4237,9.930188912
ABS2,NA,SAM_361,2022-01-04,T5,ABS2-21d-7d-FASW,avg_protein(ug/ml),299.9316,20.87782865
ABS2,NA,SAM_362,2022-01-04,T5,ABS2-21d-7d-FASW,avg_protein(ug/ml),108.3651,11.83234065
ASW,NA,SAM_363,2022-01-04,T5,ASW,avg_protein(ug/ml),627.6005,41.86418542
ASW,NA,SAM_364,2022-01-04,T5,ASW,avg_protein(ug/ml),828.8485,82.81573403
ASW,NA,SAM_365,2022-01-04,T5,ASW,avg_protein(ug/ml),665.3012,35.70948991
ASW,NA,SAM_366,2022-01-04,T5,ASW,avg_protein(ug/ml),588.7450,37.78313445
ASW,NA,SAM_367,202201-04,T5,ASW,avg_protein(ug/ml),30.95,3.183197072
FASW,NA,SAM_150,2021-12-06,T1,FASW,avg_sym(cells/ml),196066.6667,14318.28668
FASW,NA,SAM_151,2021-12-06,T1,FASW,avg_sym(cells/ml),55466.66666,50727.63876
FASW,NA,SAM_152,2021-12-06,T1,FASW,avg_sym(cells/ml),22666.66666,3900.427328
FASW,NA,SAM_153,2021-12-06,T1,FASW,avg_sym(cells/ml),96333.33334,26608.51994
FASW,NA,SAM_154,2021-12-06,T1,FASW,avg_sym(cells/ml),72666.66666,35956.26974
ASW,NA,SAM_155,2021-12-06,T1,ASW,avg_sym(cells/ml),290266.6666,40902.48566
ASW,NA,SAM_156,2021-12-06,T1,ASW,avg_sym(cells/ml),520466.6666,44137.2103
ASW,NA,SAM_157,2021-12-06,T1,ASW,avg_sym(cells/ml),375266.6666,34837.52766
ASW,NA,SAM_158,2021-12-06,T1,ASW,avg_sym(cells/ml),1182133.333,116331.6523
ASW,NA,SAM_159,2021-12-06,T1,ASW,avg_sym(cells/ml),196866.6667,20530.3028
ASW,NA,SAM_253,2021-12-14,T2,ASW,avg_sym(cells/ml),323266.6666,126969.9702
ASW,NA,SAM_254,2021-12-14,T2,ASW,avg_sym(cells/ml),1603200,134332.2746
ASW,NA,SAM_255,2021-12-14,T2,ASW,avg_sym(cells/ml),880400,95598.11714
ASW,NA,SAM_256,2021-12-14,T2,ASW,avg_sym(cells/ml),706133.3334,47244.18836
ASW,NA,SAM_257,2021-12-14,T2,ASW,avg_sym(cells/ml),639533.3334,214463.0816
ABS1,NA,SAM_258,2021-12-14,T2,ABS1-7d,avg_sym(cells/ml),161400,13435.77314
ABS1,NA,SAM_259,2021-12-14,T2,ABS1-7d,avg_sym(cells/ml),110066.6667,14563.42451
ABS1,NA,SAM_260,2021-12-14,T2,ABS1-7d,avg_sym(cells/ml),31066.66666,503.3222956
ABS1,NA,SAM_261,2021-12-14,T2,ABS1-7d,avg_sym(cells/ml),29133.33334,29051.90756
ABS1,NA,SAM_262,2021-12-14,T2,ABS1-7d,avg_sym(cells/ml),441333.3334,17460.04964
ABS2,NA,SAM_263,2021-12-14,T2,ABS2-7d,avg_sym(cells/ml),69400,9773.433378
ABS2,NA,SAM_264,2021-12-14,T2,ABS2-7d,avg_sym(cells/ml),509333.3334,229263.9818
ABS2,NA,SAM_265,2021-12-14,T2,ABS2-7d,avg_sym(cells/ml),285533.3334,271090.1204
ABS2,NA,SAM_266,2021-12-14,T2,ABS2-7d,avg_sym(cells/ml),53600,37022.69574
ABS2,NA,SAM_267,2021-12-14,T2,ABS2-7d,avg_sym(cells/ml),296133.3334,77969.3102
ABS1,NA,SAM_295,2021-12-21,T3,ABS1-14d,avg_sym(cells/ml),264400,45765.92618
ABS1,NA,SAM_296,2021-12-21,T3,ABS1-14d,avg_sym(cells/ml),205666.6666,13260.9703
ABS1,NA,SAM_297,2021-12-21,T3,ABS1-14d,avg_sym(cells/ml),87333.33334,15053.68172
ABS1,NA,SAM_298,2021-12-21,T3,ABS1-14d,avg_sym(cells/ml),22600,4812.483766
ABS1,NA,SAM_299,2021-12-21,T3,ABS1-14d,avg_sym(cells/ml),26066.66666,5220.47252
ABS2,NA,SAM_300,2021-12-21,T3,ABS2-14d,avg_sym(cells/ml),200800,31959.97496
ABS2,NA,SAM_301,2021-12-21,T3,ABS2-14d,avg_sym(cells/ml),288666.6666,18744.95488
